persona_id,option_a_id,option_b_id,choice_1,choice_2,consistent
0,47,21,B,B,1
0,18,45,A,A,1
0,46,34,B,B,1
0,1,3,A,A,1
0,45,32,B,B,1
0,45,35,A,A,1
0,45,10,A,A,1
0,4,15,A,A,1
0,30,20,A,A,1
0,41,14,A,A,1
1,47,21,A,A,1
1,18,45,B,B,1
1,46,34,A,A,1
1,1,3,B,B,1
1,45,32,A,A,1
1,45,35,B,B,1
1,45,10,A,A,1
1,4,15,A,A,1
1,30,20,A,A,1
1,41,14,A,A,1
2,47,21,A,A,1
2,18,45,B,B,1
2,46,34,A,A,1
2,1,3,A,A,1
2,45,32,B,B,1
2,45,35,B,B,1
2,45,10,A,A,1
2,4,15,B,B,1
2,30,20,A,A,1
2,41,14,A,A,1
3,47,21,A,A,1
3,18,45,B,B,1
3,46,34,A,A,1
3,1,3,B,B,1
3,45,32,B,B,1
3,45,35,A,A,1
3,45,10,A,A,1
3,4,15,A,A,1
3,30,20,A,A,1
3,41,14,A,A,1
5,47,21,B,B,1
5,18,45,B,B,1
5,46,34,B,B,1
5,1,3,A,A,1
5,45,32,A,A,1
5,45,35,B,B,1
5,45,10,A,A,1
5,4,15,A,A,1
5,30,20,A,A,1
5,41,14,B,B,1
4,47,21,B,B,1
4,18,45,B,B,1
4,46,34,A,A,1
4,1,3,B,A,0
4,45,32,B,A,0
4,45,35,B,B,1
4,45,10,A,A,1
4,4,15,A,A,1
4,30,20,A,A,1
4,41,14,B,B,1
7,47,21,B,B,1
7,18,45,B,B,1
7,46,34,B,B,1
7,1,3,A,A,1
7,45,32,B,B,1
7,45,35,B,B,1
7,45,10,A,A,1
7,4,15,A,A,1
7,30,20,A,A,1
7,41,14,A,A,1
6,47,21,A,A,1
6,18,45,B,B,1
6,46,34,A,A,1
6,1,3,A,B,0
6,45,32,B,B,1
6,45,35,A,A,1
6,45,10,B,B,1
6,4,15,B,B,1
6,30,20,B,B,1
6,41,14,A,A,1
9,47,21,A,A,1
9,18,45,B,B,1
9,46,34,A,A,1
9,1,3,B,B,1
9,45,32,A,A,1
9,45,35,A,A,1
9,45,10,A,A,1
9,4,15,A,A,1
9,30,20,A,A,1
9,41,14,A,A,1
8,47,21,A,A,1
8,18,45,B,B,1
8,46,34,B,B,1
8,1,3,A,A,1
8,45,32,B,B,1
8,45,35,A,A,1
8,45,10,B,B,1
8,4,15,B,B,1
8,30,20,B,B,1
8,41,14,A,A,1
10,47,21,B,B,1
10,18,45,A,A,1
10,46,34,A,B,0
10,1,3,A,A,1
10,45,32,B,B,1
10,45,35,A,A,1
10,45,10,B,B,1
10,4,15,B,B,1
10,30,20,B,B,1
10,41,14,A,A,1
11,47,21,B,B,1
11,18,45,B,B,1
11,46,34,A,A,1
11,1,3,B,B,1
11,45,32,A,A,1
11,45,35,B,B,1
11,45,10,A,A,1
11,4,15,A,A,1
11,30,20,A,A,1
11,41,14,A,A,1
12,47,21,B,B,1
12,18,45,B,B,1
12,46,34,A,A,1
12,1,3,A,A,1
12,45,32,B,B,1
12,45,35,B,B,1
12,45,10,A,A,1
12,4,15,A,A,1
12,30,20,A,A,1
12,41,14,A,A,1
13,47,21,B,B,1
13,18,45,B,B,1
13,46,34,A,A,1
13,1,3,B,B,1
13,45,32,A,A,1
13,45,35,B,B,1
13,45,10,A,A,1
13,4,15,A,A,1
13,30,20,A,A,1
13,41,14,A,A,1
14,47,21,B,B,1
14,18,45,B,B,1
14,46,34,A,A,1
14,1,3,B,A,0
14,45,32,A,A,1
14,45,35,A,A,1
14,45,10,A,A,1
14,4,15,A,A,1
14,30,20,A,A,1
14,41,14,B,B,1
15,47,21,A,A,1
15,18,45,B,B,1
15,46,34,A,A,1
15,1,3,A,A,1
15,45,32,A,A,1
15,45,35,B,B,1
15,45,10,A,A,1
15,4,15,A,A,1
15,30,20,A,A,1
15,41,14,A,A,1
16,47,21,B,B,1
16,18,45,B,B,1
16,46,34,A,A,1
16,1,3,B,B,1
16,45,32,A,A,1
16,45,35,B,B,1
16,45,10,A,A,1
16,4,15,A,A,1
16,30,20,A,A,1
16,41,14,A,A,1
17,47,21,A,A,1
17,18,45,B,B,1
17,46,34,B,B,1
17,1,3,A,A,1
17,45,32,B,B,1
17,45,35,B,B,1
17,45,10,B,B,1
17,4,15,B,B,1
17,30,20,A,A,1
17,41,14,B,B,1
18,47,21,A,A,1
18,18,45,B,B,1
18,46,34,A,A,1
18,1,3,A,A,1
18,45,32,B,B,1
18,45,35,A,A,1
18,45,10,A,A,1
18,4,15,B,B,1
18,30,20,A,A,1
18,41,14,A,A,1
